1
706.756124599,837.214176957
701.752394891,807.505613195
700.622377136,781.667860469
714.075029258,764.07116669
717.467156603,735.1401839
742.098644581,720.604278479
766.599148029,737.219412935
788.034018187,729.5426704
787.185639932,693.910658371
760.719685234,683.955313215
744.190673507,659.167333396
750.804091793,626.559914199
767.167797732,605.381415066
764.800125873,585.063368758
751.350317325,564.154545012
742.879531257,538.587915595
735.628237417,507.50924622
719.786407245,475.609836267
696.821549733,458.484767411
665.376964378,443.301128651
646.999036797,427.063533395
619.628046002,433.077729506
594.792761476,411.822899987
566.77026671,406.673426084
547.944030963,398.968916816
524.300420256,417.423315307
493.566530916,402.310385602
459.716060124,390.147304954
429.540033774,399.287916693
420.164560194,430.380297141
419.354223755,454.794583641
424.989321524,480.436714431
397.559841804,499.022235704
370.219567332,489.679736158
366.142617051,463.122989199
336.127599878,456.325363311
310.546634949,454.324227886
296.34728056,439.688054647
275.125933579,425.628486902
275.35741696,401.547495526
262.44743895,374.44178626
242.146614154,373.948272587
207.560117697,366.847718028
175.241818141,372.929619276
149.891708182,380.343820237
131.435080256,400.778428222
121.837545546,433.693593701
142.981058395,456.391032534
130.929780072,483.382807147
110.086986899,496.246941046
end
end
