1
677.335535148,341.041629208
678.932349327,313.420410188
675.422471324,284.970770126
660.455549384,265.939715533
662.017963188,246.190833942
633.036148663,231.621681577
603.0681325,212.452825942
596.223127641,193.498239327
599.658273208,167.922395744
589.236245073,142.344270688
556.304359759,143.964149381
532.984733299,138.121916316
509.738865594,139.92106408
476.186736311,125.45787986
478.79773714,96.13802176
480.307444811,71.8241292587
486.765860099,52.9381147425
467.409622214,31.2743365487
450.882469004,11.1127407451
415.495782643,6.27703376969
389.241294967,31.4073951261
373.915916652,52.4272978027
376.309912195,77.8751709358
402.495441307,90.385906269
422.911882123,105.48838245
441.292946814,121.799867163
431.086531293,155.642792816
414.080624368,176.748301606
416.696102165,204.184918613
434.379743884,227.774049724
422.447786641,261.825212731
430.283641734,280.272505813
420.72052366,302.689465121
432.639167299,328.559314204
420.619400433,345.711759709
400.07180634,356.243583035
379.288650229,348.44196169
371.484349699,319.256320595
356.178655473,303.691389839
327.717144935,303.557924337
307.899455088,294.518181144
281.073602737,286.960049664
267.476982511,259.838099156
258.372977614,229.500539233
266.194796963,194.713359741
277.561757272,160.583399332
283.456458103,137.336666509
288.827634026,107.001368379
296.913372534,80.0038439613
329.960752912,64.1346988155
end
end
