1
992.096687818,717.225399211
975.794799984,740.064591593
951.171724369,754.447708446
946.372352819,784.413378828
926.823242959,789.416449795
915.237811067,813.647390895
909.586387265,839.221700472
910.089796258,872.606642572
929.096348164,885.263671533
954.331759975,866.653346238
977.824708358,860.029473436
984.832602722,836.895514877
961.038922611,816.969089657
950.720880183,794.136313404
961.317715017,765.968139275
982.58110329,743.459617624
998.952869077,730.675962212
999.929027795,701.580324245
980.294755452,691.266598352
956.305695834,689.088216511
948.46151745,664.032210328
926.342267323,659.441768206
891.229289141,654.980340289
879.108823318,629.909518509
858.615976238,610.135414301
863.699773215,581.290912693
851.370824357,559.572167936
815.343160487,555.077902967
781.133635743,560.714782926
746.15414069,551.586311516
731.971981553,532.996285154
699.153155199,533.52089657
690.73345533,557.177283371
704.269850627,581.171703573
688.487225489,603.02473504
685.629332142,624.040611751
662.862007813,643.256757569
633.752049088,659.069198356
601.784503087,670.269369801
576.088972352,672.394411915
568.023899666,704.005749668
553.010143579,737.392504425
569.902086783,753.222352062
603.630455679,758.605818533
626.860405659,773.046846776
648.768335324,800.517282097
658.127820523,829.338515214
685.584496796,844.813614083
710.78009768,832.312307421
739.651304839,845.718455599
end
end
