1
369.168290369,70.664166106
400.751556688,53.842587872
425.091546464,33.1644903832
451.49552483,15.2349675139
477.402248269,2.91719144845
493.660642884,26.4807843311
493.915932522,51.2819352744
470.779340303,65.4863526878
451.313093944,77.974201571
437.476460122,107.410701111
443.406091606,133.184459775
458.196007998,164.859854606
477.545024569,171.406339165
507.118575441,189.257225376
530.239297489,210.467924247
525.109987715,232.012746141
520.872991081,255.715072322
507.328254361,271.301322218
472.388678031,265.00880757
468.222815615,237.662565225
437.980116812,225.825709144
411.961435342,248.62960085
389.54131258,259.740124046
358.572690417,243.907865212
336.027646292,259.11511408
319.595635676,280.747304809
289.333378386,288.935647629
282.582200709,311.486306223
286.577169536,331.985140158
302.495323371,357.105274244
299.17944826,385.615182257
299.15100233,406.916527392
312.015996105,425.983268472
324.423620877,444.801352354
346.864460307,462.817495979
343.96354747,490.189159101
352.149371798,514.812612621
369.48600673,529.113804502
388.067363366,540.287671587
421.596506274,532.473034142
449.096508806,553.521133506
481.803534582,551.699407902
504.565278704,547.893247051
519.210642003,533.400764622
548.489036155,530.358294917
558.161410419,506.058965408
542.609158165,479.002731168
518.774503514,471.811465634
516.393794725,449.126743204
498.922739372,426.242953435
end
end
