1
136.593536399,332.532845188
124.796939037,351.707122901
118.543007048,374.785790812
135.485525422,405.73344933
160.362341172,422.723141315
168.331488386,453.977406408
177.829981492,473.101130196
183.626087773,495.43210268
207.156300463,517.951282289
217.035112712,546.640109099
225.476240092,577.037861636
237.280388824,597.444175105
257.078188875,617.738311562
246.247050712,639.643132664
220.567343175,638.953533461
199.687592112,668.105546793
174.737819119,665.377010797
141.043770362,666.740403933
117.775618701,652.586689598
108.987765523,623.161633736
106.076741488,596.355769651
91.402672846,579.884663842
57.5948441023,572.181304672
30.8666971207,592.215965869
23.0697051867,614.124497647
30.2674982842,645.470490427
30.0764890931,674.013798819
42.9648164335,690.498037372
25.6762423943,719.091617976
30.7560088182,739.334797998
10.656256177,764.11723872
5.96952477229,793.732436042
21.4444335815,825.559028476
24.3825311548,857.550456279
43.303748903,877.244605627
55.3828952635,894.728741894
82.6684774409,894.376878253
104.26854392,873.371379157
120.512830247,846.124297459
113.284554386,819.392102311
128.775822342,803.278222144
162.168778793,796.057808405
185.66195019,796.270770301
208.932819729,797.086446911
226.861842895,788.500671831
229.516492246,767.386019548
245.541739925,741.832935401
267.125212437,747.143960269
285.850631465,719.242870956
305.762596525,712.051461525
end
end
