1
587.87478271,875.649433748
618.859220772,860.324693279
633.093767819,844.833069133
642.052690318,822.05752937
635.097398458,791.536541674
633.69979076,762.305804882
638.399224157,735.156101762
662.759543051,711.632207392
672.02274011,678.183261936
650.944339222,659.262950846
637.97813718,636.433926752
660.784471138,609.458731698
664.165650351,582.487494322
655.629284179,553.245385097
652.772259487,529.755105904
672.302533198,516.693624984
674.199028816,496.316934914
682.912360575,460.778218985
680.611778298,439.103498296
658.62483258,425.477547494
637.462678581,412.101502623
603.066578184,404.651274364
577.349367823,420.451769389
557.538044273,405.026545081
535.273894997,387.340499671
504.603814514,376.284714422
490.931325822,357.022449447
463.520846454,354.188790729
432.901507348,347.292936834
408.246479531,370.623845592
404.992992063,404.115374042
420.264780889,427.077599103
418.262548589,462.88983831
393.081320773,486.92738695
367.820201222,488.823564399
353.567710121,504.113368109
331.341381295,530.026080671
306.34509806,523.872969667
282.516388711,543.260863661
255.886181724,534.093791189
237.692809494,553.541644222
233.515053046,578.446861388
220.392693578,604.255138885
209.186001105,635.489444679
187.414874243,636.551162765
169.430082338,605.477718084
174.269362109,579.468346223
146.895682516,560.68791718
112.788803038,565.454938151
94.3185817183,544.550348827
end
end
