1
917.104406877,471.201420381
893.366022842,498.813456404
893.074243801,526.056728716
893.711868453,551.841705836
900.337109707,583.795770037
875.045113776,602.308760383
846.615255861,590.829346965
820.014627352,585.796306542
806.086791216,563.282610619
773.4445814,559.012016315
743.798385072,537.375961509
735.683398147,506.180597865
730.649816942,485.0580465
743.032554628,460.36273574
740.348462435,436.447000567
733.585022921,416.899170677
699.475427697,406.885187078
691.462670548,384.91825133
676.045821734,369.989000143
686.491067156,342.674313826
711.859273024,340.593218144
742.58687303,352.998429392
772.837978306,356.088375523
781.518390886,336.645620903
768.615829184,310.968281047
755.730453591,291.17524589
759.080127829,255.379874193
758.659181147,227.175795966
730.743506136,213.539373524
699.188219095,210.417765433
691.24024476,188.332526121
695.40573997,157.965028964
671.069035858,131.913063702
673.662937406,104.489781625
692.921981208,73.9311327313
702.214663591,53.0147514781
721.478351108,46.6870437053
757.002278199,44.7078203869
775.040987636,35.2884847571
805.110012209,21.6721435905
829.663549473,10.2016058318
859.79718614,29.997765519
864.942864798,59.2656815964
895.405303791,79.4736550203
920.633791941,82.9650645985
925.720517675,102.340213773
906.064548667,118.29943866
891.770923674,139.579626596
869.546255731,154.126177532
840.621088986,156.455309823
end
end
