1
586.293301186,287.708777978
576.746694049,320.329980104
551.184837674,321.171867071
543.231890875,301.968823413
507.593719739,297.16487811
487.380856574,269.868200192
487.749860194,245.72445759
471.89660888,231.027084165
445.259134327,243.467329336
442.944768713,280.103987317
417.26175173,293.973427188
397.857893854,290.023857343
364.543457906,288.530292894
336.163177076,272.224817266
313.958599267,283.085206047
279.154416879,277.498074678
265.776038601,297.360836125
230.76006831,300.046738996
199.409846932,315.92872354
198.278689743,338.414090985
207.280663932,358.097581847
214.66733201,380.97090816
229.801962448,396.180424497
255.556894219,413.116367583
267.234726193,430.512067393
255.907069766,459.096822524
227.24224754,467.363383645
195.53033176,478.196992197
170.305495584,504.089264965
150.725353159,507.175907617
127.191150229,500.468233166
108.538081141,490.692594261
81.4058764295,484.497345655
65.6874203535,510.689412635
47.4569428419,528.810064756
27.4263186298,555.32821628
33.7162108889,575.690966059
47.7927066208,604.812124285
26.6490878241,625.938229759
2.42556599163,633.054307604
9.91950150564,667.161341054
18.0934819241,699.397149988
12.1222017521,725.787434882
18.552551492,750.90860563
45.7758896027,752.79541937
67.3812907226,758.988811547
95.4414164492,776.570710218
90.998617091,807.787557919
72.2499972449,814.5680586
44.5792678647,806.16176089
end
end
